mcg,gvh,alm,mit,erl,pox,vac,nuc,class
0.35367665723356584,0.021424560859513445,0.09209579921912016,0.12352843701708115,0.02174212389428359,0.02516733229802928,0.07515131250244803,0.17423568762038324,NUC
0.2485580660782393,0.30393615862501594,0.27708994888714217,0.3094701441780858,0.0668888293891077,0.02440092976751944,0.05697784551497277,0.4885086971984035,CYT
0.4159590873381714,0.6520465348706161,0.36445923932525087,0.10217532999178051,0.2295207636741714,0.0014686078253429006,0.09307034374707936,0.5450976726440057,CYT
0.15996757580999196,0.14106139002088292,0.39417958204594666,0.16163890892482483,0.06533771166480079,0.01699359520937058,0.3354857185187677,0.05640259864135409,NUC
0.5502830780616322,0.2987765014304245,0.23934273067891373,0.19342299905766328,0.0438835480067188,0.05804405681024028,0.21805124164654663,0.3188244880335588,MIT
0.11094528759339801,0.09442851918802522,0.28844794534486956,0.10037835975137444,0.25292273843350277,0.011969224587190224,0.4171462707898894,0.6516728872004607,MIT
0.5098966417920571,0.6359035595895273,0.1239138334470092,0.17852223230117029,0.10486557678742685,0.06654289105325027,0.038608289511561415,0.250992148189992,NUC
0.17727037947274454,0.21821606088093304,0.3284087390781489,0.07437300263302453,0.0053095030473055815,0.1275814153230359,0.10787843643501277,0.42883433023212314,MIT
0.19829047191334442,0.31548241620622397,0.1536860843851698,0.24020763977151602,0.007248158229194584,0.012429783506596712,0.05502429518060161,0.11300990134373189,MIT
0.37623678821354994,0.2607079261211888,0.4259229668207124,0.09541160732196703,0.07890986669839457,0.032007467547510104,0.02287060673189363,0.16079840460478284,NUC
0.5434668040445325,0.4224273898295277,0.2931513458280168,0.1212125531602515,0.4110465876383854,0.05068729230664819,0.040985691173578524,0.33379972214417664,CYT
0.08476376294265023,0.17082926524558278,0.41944924632270814,0.19732161728343317,0.09370660705751696,0.028494018362882997,0.012757014515438644,0.5390441142147394,CYT
0.3579287927839609,0.2565863199801682,0.20926314271162536,0.4449479395171781,0.16150340938569477,0.09397883349246226,0.1595873219417152,0.228097073652026,CYT
0.2733207739503824,0.2651574433650202,0.31850209567423987,0.14290773133080067,0.26287091170727794,0.026133237582420053,0.000615265959348449,0.29564458901028157,CYT
0.13437614109485027,0.06069065270309632,0.21646961342562013,0.029070825131432554,0.18288664385984404,0.02575531654078387,0.030986478461061603,0.5598496868725282,CYT
0.35325485000480755,0.03981419539660806,0.18623255579556303,0.15367015897680664,0.012021570116065049,0.04753932146924147,0.052933620691040906,0.2527998510207626,MIT
0.13279012143275798,0.3354249355384948,0.2539540974780361,0.2561191570278872,0.004339103289746429,0.008243519597633798,0.03447665720249443,0.06479026120058441,CYT
0.32643436842516804,0.04610898882254193,0.18007872030166,0.14359105103880726,0.051623693525744405,0.02070364767357074,0.252312196446619,0.05305066249289518,CYT
0.1658104012585459,0.22876947246039814,0.4426781545178019,0.06389219426465997,0.14267180355968692,0.04663395325087534,0.07105010659736592,0.16940707914895167,EXC
0.207734214505591,0.12774179627077423,0.29533040474227074,0.183681616008946,0.10400577283795924,0.0031653483018354734,0.1154440141852091,0.12176852700780316,MIT
0.26340848808284784,0.2880155464028137,0.2536197726475943,0.11376090077274537,0.014729174786571656,0.03138053686803058,0.008894304620168835,0.4017196703926399,NUC
0.39001433036648914,0.41482868396751027,0.31122944433994515,0.31859935104563125,0.02890779354237916,0.0012558443759747284,0.00943502261839051,0.22265551233310993,CYT
0.15364547000727538,0.412519320532224,0.24093581621716112,0.04383744576858209,0.13018850613403762,0.030065946879661663,0.06610644619869328,0.5905046338868625,NUC
0.30550235119832064,0.32382135747885105,0.27594267332540323,0.39673480417934737,0.10446622246412463,0.009920364854939011,0.07889752502953357,0.2887544454231675,NUC
0.203313881265596,0.31353705931765424,0.39582875705975523,0.3418522439734648,0.06726109993100857,0.0139493886532075,0.1941994019309428,0.38379660172909286,NUC
0.18387687608823067,0.4400307639755862,0.2819913688066918,0.0477672481902291,0.036196203565110614,0.00396624222077697,0.2058619228456393,0.102377313780526,CYT
0.36782408723548077,0.3212658186958191,0.27391227914559463,0.08316456698669024,0.06273903509719231,0.03583953291614458,0.03540649670415009,0.2649321629913228,NUC
0.20209676646387698,0.18063380661030148,0.45349708875671724,0.16504499140299145,0.11484496415133777,0.09568263199733171,0.014663791766107864,0.2381213933241552,EXC
0.18633950452881945,0.04570184569445863,0.14288417407941564,0.41030979128454664,0.01575331175473402,0.013705839590554138,0.11944466468749419,0.5288248587464165,CYT
0.2835202997539891,0.48569234685371127,0.2213819543614815,0.08940594135626218,0.004810628948992554,0.056707133333579525,0.117958617940954,0.6589925851046313,CYT
0.10039930306621214,0.6518362739185918,0.2488153414798753,0.11357081312857503,0.049418970208931094,0.007953692163675273,0.04713028928551372,0.23007627616200377,CYT
0.20772938916523406,0.19314955151795596,0.540095102183907,0.310307747330182,0.06076255580066848,0.022509592103618914,0.009515076392156561,0.29815382195228746,NUC
0.3096377073595142,0.20605113739292036,0.3040936097842548,0.18705276846454644,0.053585006467400276,0.006559992977415558,0.08675222722502578,0.3256467275177822,CYT
0.0443858001226034,0.04119536324293344,0.2555847210141777,0.1904563559776942,0.003552451470145215,0.011716006059030105,0.1935778122227176,0.7964343567059291,MIT
0.12457921344554526,0.2056788360416841,0.13361724880819673,0.0822385030729662,0.0063022216916804805,0.06610367867443168,0.01698317940746318,0.27634392163256566,CYT
0.21100332015818626,0.25109787232048447,0.2105024111263571,0.2898120604432115,0.1886418716924069,0.02856093990848027,0.07561792535836863,0.6561112446365631,CYT
0.3581887554246956,0.13708514515114265,0.394633906179255,0.36859411280682164,0.07312295825129286,0.07092354416572505,0.08099233097124023,0.0892636652818521,NUC
0.6522422663601021,0.1302740052424783,0.1800545869960316,0.31332812608154437,0.12147004462732863,0.018573709238534568,0.1683221948788903,0.37622606987808016,MIT
0.16226602605678067,0.27226555093312327,0.3479576204224592,0.19045432269355717,0.07175610535423968,0.06662281518499424,0.018220740556267268,0.3883959894947398,EXC
0.0694242954698856,0.24611140006925436,0.5099154065336564,0.20076982333126506,0.2695099580066176,0.09124563815036488,0.18757480681390873,0.33774565495615544,CYT
0.076848080809821,0.1412021092298885,0.2713165653742662,0.10775185312352722,0.04360162229314726,0.04495671802319542,0.00443024225378261,0.38615262946822304,CYT
0.1744335165862888,0.4861145992171175,0.22616592156989163,0.2596788064861911,0.04477688123174026,0.006129875739262298,0.02015445928117663,0.5935532853760201,CYT
0.5434537469656785,0.014780399990921697,0.12113597015739147,0.27753243346288764,0.11282798695863643,0.00962316267001022,0.0767165094363727,0.2531835832202023,MIT
0.061653913446673224,0.4539745004458399,0.31834905096089533,0.2421946139258696,0.053956607399020216,0.051037695769195715,0.14816831970545938,0.32363069393465277,NUC
0.23568650663126414,0.14232334105250088,0.3581814115756039,0.12842470629335573,0.06741268128882197,0.027481037591908043,0.16799076563530502,0.3214543278500581,MIT
0.31329412667520323,0.24148516808347148,0.13833278204888655,0.15235982100541404,0.18035981078395577,0.011059767796646906,0.0021497741680646743,0.5303493543654195,EXC
0.15258331470398612,0.33406224991965594,0.07683974163067275,0.12318575507791303,0.13506718668453524,0.014896714175575237,0.01872954643456681,0.42705560518588037,NUC
0.38688633601837824,0.2810880917112684,0.3175491526602593,0.2002562294491145,0.07510211327601277,0.019534410763060707,0.008592795332872067,0.561386652102824,CYT
0.4845897602554896,0.2061293731635253,0.2536367028964534,0.15152489220995466,0.0227481763413793,0.013652214129468324,0.014397118255122963,0.25608634093750315,CYT
0.09593877797328496,0.18514483032691872,0.48766822594077114,0.13098520370786107,0.11188596366301382,0.05749220368717342,0.025886669541659826,0.45872073648454187,CYT
0.3662241584833629,0.24593288911295919,0.12890275068795043,0.6483089782822802,0.1031230121066802,0.035869558991944606,0.05759687940241586,0.5089905774847087,MIT
0.29837284269070247,0.4382524363063503,0.49852124166236744,0.023295296217510683,0.12168225980287409,0.056109936175488484,0.03810935396518591,0.3741962246165383,CYT
0.2237663665214278,0.3490695177338801,0.31164092999290743,0.23560754178494817,0.16775977263219446,0.04305684607381507,0.21503204251372018,0.34098426012219973,NUC
0.1642916485213648,0.11797091530700014,0.2940078811168252,0.053777673544928906,0.18206118158515497,0.012020937434535932,0.1008466296381337,0.4784039734848443,CYT
0.46138582746288664,0.5547513375151625,0.4539049192965913,0.1753214530670011,0.07177361882854778,0.036835635610975186,0.15510582958906746,0.31131039592770904,CYT
0.09832146075036968,0.07677377226121533,0.48146834241328357,0.29466398221948037,0.06283358750093683,0.12888720408330306,0.051911688478607346,0.45128489486032214,CYT
0.179247512983417,0.4839746396768906,0.24178762217478697,0.09538357254666492,0.020517899778884657,0.10576563199216246,0.08127469179814686,0.455499607792056,NUC
0.34301873259799726,0.36769343785541203,0.37029849712010204,0.03607588314397016,0.036391002690058356,0.10872638181883436,0.15940382728754227,0.4374261264589724,CYT
